"Student_ID","First_Name","Last_Name","Email","Gender","Age","Department","Attendance","Midterm_Score","Final_Score","Assignments_Avg","Quizzes_Avg","Participation_Score","Projects_Score","Total_Score","Grade","Study_Hours_per_Week","Extracurricular_Activities","Internet_Access_at_Home","Parent_Education_Level","Family_Income_Level","Stress_Level","Sleep_Hours_per_Night","Pass_Fail"
"S2523","Ahmed","Johnson","student1523@university.com","Female",21,"Business",63.18,54.71,89.85,97.18,90.19,5.06,71.97,85.74,"F",24.9,"No","Yes","High School","Medium",8,6.5,"Fail"
"S2525","John","Jones","student1525@university.com","Female",20,"CS",68.49,59.75,71.68,83.23,84.68,3.36,77.97,61.07,"D",11.7,"No","Yes","Bachelor's","High",3,4.5,"Fail"
"S2528","Emma","Williams","student1528@university.com","Female",21,"CS",78.74,90.99,88.81,94.85,70.65,8.89,94.37,78.77,"F",6.6,"No","Yes","High School","Medium",5,5.6,"Fail"
"S2534","John","Williams","student1534@university.com","Female",18,"CS",55.99,40.42,89.68,93.46,72.04,2.43,61.16,74.01,"F",9.4,"Yes","No","Master's","Low",2,7.3,"Fail"
"S2535","Sara","Brown","student1535@university.com","Male",19,"CS",58.17,78.04,69.49,84.22,73.04,2.23,56.07,95.1,"D",9.6,"No","Yes","High School","Medium",4,5.4,"Fail"
"S2540","Omar","Jones","student1540@university.com","Female",24,"Business",58.53,96.75,86.23,70.45,83.3,1.82,76.25,70.98,"F",6.9,"Yes","Yes","Bachelor's","Medium",10,5.1,"Fail"
"S2541","Omar","Brown","student1541@university.com","Female",20,"Engineering",65.57,72.24,81.73,57.59,70.93,7.05,79.61,67.76,"F",8.9,"Yes","Yes","None","Low",1,6.7,"Fail"
"S2544","Liam","Davis","student1544@university.com","Female",23,"CS",70.05,72.68,40.07,94.68,91.52,4.83,83.83,66.87,"B",25.4,"Yes","Yes","Master's","Low",3,8.8,"Pass"
"S2545","Maria","Smith","student1545@university.com","Male",21,"CS",90.81,66.12,43.81,89.44,74.57,8.33,91.74,52.9,"A",9.3,"Yes","Yes","None","Medium",2,5.9,"Pass"
"S2546","Liam","Brown","student1546@university.com","Male",20,"Business",85.42,67.07,77.4,84.6,50.27,5.23,92.19,58.33,"A",6.2,"No","Yes","PhD","Medium",4,7.2,"Pass"
"S2547","Omar","Williams","student1547@university.com","Male",21,"Engineering",91.44,64.02,70.88,82.75,63.18,6.18,62.71,88.62,"A",10.9,"Yes","Yes","None","Medium",3,8.3,"Pass"
"S2548","Ahmed","Davis","student1548@university.com","Female",20,"CS",64.28,95.06,66.09,55.3,70.38,4.13,67.51,96.04,"C",23.6,"Yes","Yes","PhD","Medium",7,6.8,"Pass"
"S2550","Ahmed","Davis","student1550@university.com","Male",21,"Engineering",98.6,91.37,70.23,94.06,68.12,9.98,94.29,78.47,"B",12.8,"No","Yes","Bachelor's","High",5,7.9,"Pass"
"S2551","Ahmed","Brown","student1551@university.com","Female",19,"Engineering",85.87,94.17,63.07,87.39,95.83,5.32,89.52,51.71,"A",20.8,"No","No","Master's","High",6,5.9,"Pass"
"S2553","Maria","Brown","student1553@university.com","Female",23,"Mathematics",50.66,66.82,89.24,77.65,70.94,7.14,99.19,72.44,"F",19.1,"No","No","Master's","Medium",9,5,"Fail"
"S2554","Maria","Smith","student1554@university.com","Male",20,"Business",67.72,85.66,74.57,72.38,88.06,6.21,71.95,86.79,"A",28.4,"No","Yes","None","Low",1,4.3,"Pass"
"S2556","Sara","Jones","student1556@university.com","Female",23,"Engineering",53.9,59.71,78.93,73.21,54.2,8.77,90.92,89.06,"C",25.4,"No","Yes","None","Low",1,4.5,"Pass"
"S2557","John","Jones","student1557@university.com","Male",21,"Business",78.37,46.15,65.5,82.07,85.2,0.71,95.4,60.13,"A",15.6,"No","Yes","PhD","Medium",9,6.1,"Pass"
"S2558","Omar","Brown","student1558@university.com","Female",22,"CS",71.45,55.89,88.68,68.65,74.13,6.06,99.38,87.98,"B",22.1,"No","Yes","Bachelor's","Low",2,4.3,"Pass"
"S2559","John","Jones","student1559@university.com","Male",23,"CS",50.88,47.86,95.13,81.82,56.69,4.78,74.78,81.27,"C",9.6,"No","No","PhD","Low",2,8.6,"Pass"
"S2560","John","Johnson","student1560@university.com","Female",19,"Engineering",61.8,57.68,76.03,86,63.24,3.18,59.78,66.98,"D",12.4,"No","Yes","PhD","Low",5,4.5,"Fail"
"S2561","Maria","Davis","student1561@university.com","Female",24,"Business",64.24,55.71,83.9,81.23,52.25,8.26,73.04,86.19,"F",17.6,"No","Yes","None","High",9,7.9,"Fail"
"S2562","Maria","Brown","student1562@university.com","Female",21,"CS",55.59,78.26,43.4,75.73,68.01,6.56,92.69,61.82,"D",25.4,"No","Yes","PhD","Low",3,7.6,"Fail"
"S2563","Sara","Johnson","student1563@university.com","Female",22,"Mathematics",81.58,97.27,73.62,65.01,62.77,7.59,91.81,60.99,"D",13.4,"No","Yes","Bachelor's","High",10,4.2,"Fail"
"S2565","John","Davis","student1565@university.com","Female",22,"CS",63.88,95.6,69.81,95.42,79.02,9.42,52.37,69.65,"D",28.9,"No","Yes","None","Low",10,8.8,"Fail"
"S2571","Liam","Jones","student1571@university.com","Male",21,"Mathematics",51.25,94.32,89.37,97.59,93.04,9.94,82.29,89.78,"D",5.3,"No","Yes","Bachelor's","Low",9,5.8,"Fail"
"S2573","Emma","Johnson","student1573@university.com","Female",24,"Engineering",80.54,40.54,78.5,73.09,62.55,7.72,93.04,85.91,"A",13.3,"No","Yes","Bachelor's","Low",3,6,"Pass"
"S2574","Liam","Davis","student1574@university.com","Female",24,"Engineering",65.93,87.55,89.99,89.62,75.12,4.84,86.96,83.42,"D",11.3,"No","Yes","None","Medium",3,4.1,"Fail"
"S2576","Omar","Brown","student1576@university.com","Male",22,"Engineering",98.57,40.59,45.24,69.07,56.58,2.57,81.47,68.55,"A",10.7,"No","Yes","None","High",8,6.8,"Pass"
"S2578","Emma","Davis","student1578@university.com","Female",23,"Engineering",63.3,71.04,50.76,64.92,98.77,4.31,99.27,86.94,"C",28.7,"No","Yes","Bachelor's","Low",1,8.9,"Pass"
"S2579","John","Smith","student1579@university.com","Male",20,"CS",61.32,81.11,54.2,68.56,67.35,0.36,89.81,88.02,"F",7,"No","No","PhD","High",5,5.3,"Fail"
"S2580","Maria","Smith","student1580@university.com","Female",19,"Business",97.87,94.88,63.68,53.91,70.95,4.53,89.45,78.19,"A",28.5,"Yes","Yes","Bachelor's","High",10,5.8,"Pass"
"S2581","Sara","Johnson","student1581@university.com","Female",21,"Business",72.93,72.47,58.87,59.9,50.32,4.8,57.67,83.28,"D",14.8,"Yes","Yes","Bachelor's","Medium",8,8.9,"Fail"
"S2583","Liam","Johnson","student1583@university.com","Male",20,"CS",85.35,57.44,50.16,89.79,70.68,5.16,79.27,87.04,"A",13.9,"No","Yes","Master's","Medium",10,7.2,"Pass"
"S2585","Sara","Johnson","student1585@university.com","Male",18,"Engineering",63.36,87.79,41.18,67.33,98.43,3.68,89.02,51.55,"C",15.9,"No","Yes","High School","Medium",4,8.7,"Pass"
"S2587","Ali","Davis","student1587@university.com","Male",21,"Engineering",58.12,49.81,86.12,77.86,86.31,5.71,66.93,81.49,"D",18.8,"No","Yes","Bachelor's","High",4,8.1,"Fail"
"S2589","Liam","Smith","student1589@university.com","Female",22,"CS",63.46,68.38,89.23,93.28,70.37,3.93,99.8,70.52,"F",20.3,"No","Yes","High School","Low",6,8.2,"Fail"
"S2590","Maria","Johnson","student1590@university.com","Female",24,"CS",80.35,67.9,64.99,90.96,85.93,6.86,97.8,94.94,"C",27.2,"No","Yes","High School","Low",3,6.8,"Pass"
"S2591","John","Williams","student1591@university.com","Female",20,"CS",56.15,79.21,83.83,64.27,60.31,4.12,56.58,97.67,"D",10.4,"No","Yes","Master's","Low",6,8.9,"Fail"
"S2592","Maria","Brown","student1592@university.com","Female",20,"Business",73.58,68.26,57.27,56.85,84.86,9.07,66.64,89.11,"F",13.4,"No","Yes","None","High",5,7.4,"Fail"
"S2593","Maria","Smith","student1593@university.com","Male",19,"Mathematics",81.37,48.61,43.33,57.8,50.7,6.15,69.54,57.57,"F",19.3,"No","Yes","Bachelor's","Low",2,7.9,"Fail"
"S2594","Maria","Johnson","student1594@university.com","Male",24,"Engineering",92.44,70.47,80.56,98.45,56.32,1.54,64.84,68.74,"A",29.7,"No","Yes","Bachelor's","Low",8,5.2,"Pass"
"S2596","Maria","Smith","student1596@university.com","Male",20,"CS",90.87,49.57,88.1,52.13,50.6,7.65,86.07,82.61,"B",19.6,"No","No","High School","Low",7,7,"Pass"
"S2597","Ahmed","Smith","student1597@university.com","Female",20,"Engineering",61.75,81.39,76.97,56.84,73.1,6.43,97.8,88.66,"B",8.4,"Yes","Yes","Master's","Low",6,4.7,"Pass"
"S2598","Liam","Brown","student1598@university.com","Male",22,"CS",83.84,75.63,49.41,74.29,76.14,8.85,93.73,94.19,"C",24,"No","Yes","High School","High",9,8.8,"Pass"
"S2599","Ahmed","Johnson","student1599@university.com","Female",22,"Engineering",71.53,84.92,91.19,60.39,81.08,7.5,87.73,93.03,"A",10.5,"No","No","PhD","Low",4,4.5,"Pass"
"S2600","Liam","Williams","student1600@university.com","Male",19,"Mathematics",55.73,49.04,77.64,90.18,55.02,0.62,84.85,54.96,"C",13.2,"No","Yes","None","High",5,7.7,"Pass"
"S2601","Omar","Jones","student1601@university.com","Male",23,"CS",85.71,96.5,88.46,78.66,59.05,1.13,93.31,56.28,"B",22.7,"Yes","Yes","Bachelor's","Low",9,4.3,"Pass"
"S2603","Ali","Jones","student1603@university.com","Male",19,"CS",58.83,90.82,57.87,73.14,82.91,2.38,59.44,92.19,"D",13,"No","No","Bachelor's","Low",3,7.1,"Fail"
"S2604","Maria","Smith","student1604@university.com","Female",22,"CS",67.92,54.8,44.47,62.8,51.3,5.88,82.41,73.02,"D",26.3,"No","Yes","PhD","High",8,6.3,"Fail"
"S2605","Omar","Brown","student1605@university.com","Female",24,"CS",82.66,84.36,50.59,79.47,77.02,7.92,75.75,71.5,"B",24.9,"No","Yes","None","Medium",10,4,"Pass"
"S2606","Sara","Brown","student1606@university.com","Female",24,"CS",61.7,86.86,45.57,85.85,89.25,5.77,99.09,77.64,"A",20.4,"No","Yes","Master's","Low",6,6,"Pass"
"S2609","John","Brown","student1609@university.com","Male",22,"Engineering",73.58,79.47,94.41,91.98,66.33,1.44,63.21,70.19,"A",18.2,"No","Yes","High School","Medium",8,7.5,"Pass"
"S2610","Ahmed","Smith","student1610@university.com","Female",18,"CS",71.43,45.6,92.32,57.43,95.68,7.23,95.87,80.98,"B",14.4,"No","Yes","None","Low",5,7.7,"Pass"
"S2611","Emma","Williams","student1611@university.com","Female",21,"Engineering",61.69,84.14,83.12,77.26,59.29,6.97,98.12,60.31,"D",28.2,"No","Yes","High School","High",2,8.8,"Fail"
"S2612","Liam","Johnson","student1612@university.com","Male",21,"Mathematics",52.68,42.57,41.45,67.42,65.92,5.14,86.42,99.94,"D",29.3,"Yes","Yes","None","Medium",3,7.5,"Fail"
"S2613","Ali","Brown","student1613@university.com","Male",18,"Engineering",71.46,51.44,60.48,85.14,94.92,2.79,52.84,64.15,"C",22.9,"No","No","High School","High",2,4.8,"Pass"
"S2614","Emma","Williams","student1614@university.com","Female",24,"CS",89.41,79.85,80.94,50.94,66.53,7.98,51.18,77.62,"A",24.8,"Yes","Yes","PhD","Medium",5,8.7,"Pass"
"S2615","John","Smith","student1615@university.com","Female",21,"CS",85.76,45.9,47.74,83.52,76.57,5.11,73.98,77.71,"A",11.2,"No","Yes","PhD","Medium",5,4.6,"Pass"
"S2617","Ali","Jones","student1617@university.com","Male",22,"Engineering",50.48,92.1,94.87,53.24,99.25,9.19,93.46,62.08,"C",19.2,"No","Yes","None","Medium",6,5.4,"Pass"
"S2618","Emma","Jones","student1618@university.com","Female",21,"Engineering",98.32,77.58,61.25,86.23,91.25,7.68,96.66,78.27,"A",29.6,"No","Yes","None","Low",2,4.9,"Pass"
"S2619","Ahmed","Smith","student1619@university.com","Female",23,"CS",67.07,89.14,82.35,82.02,81.72,5.85,81.18,54.55,"C",23.6,"No","Yes","Master's","Medium",1,4.1,"Pass"
"S2620","Ahmed","Smith","student1620@university.com","Female",22,"Engineering",99.52,93.25,48.89,94.75,53.04,4.37,92.96,69.35,"A",23.6,"No","No","High School","Medium",7,6.3,"Pass"
"S2623","Maria","Williams","student1623@university.com","Male",19,"Business",67.7,51.69,49.05,85.35,64.25,5.35,95.91,96.27,"D",13.6,"No","Yes","Master's","Low",6,5.2,"Fail"
"S2624","Emma","Jones","student1624@university.com","Female",18,"CS",67.79,64.8,82.59,66.17,81.14,6.53,60.92,85,"B",12.6,"No","Yes","None","Medium",2,8.4,"Pass"
"S2625","Omar","Smith","student1625@university.com","Male",21,"Engineering",92.11,73.5,82.71,51.85,79.91,2.81,86.42,58.44,"A",23.3,"No","Yes","Bachelor's","Low",8,5.9,"Pass"
"S2627","Ali","Johnson","student1627@university.com","Female",23,"Engineering",99.61,41.81,68.64,61.9,64.07,2.73,57.91,60.8,"A",9.1,"No","Yes","Bachelor's","Low",7,4.9,"Pass"
"S2628","Omar","Davis","student1628@university.com","Female",21,"Business",80.68,57.43,80.49,66.78,78.89,2.93,59.79,61.78,"B",15.3,"Yes","Yes","Bachelor's","Low",8,5.7,"Pass"
"S2629","Emma","Davis","student1629@university.com","Male",21,"Engineering",73.16,76.51,86.43,97.17,88.87,7.4,66.45,56.66,"C",12.6,"No","Yes","High School","Low",7,8,"Pass"
"S2631","John","Brown","student1631@university.com","Male",24,"CS",99.83,86.5,93.32,96.8,91.53,7.78,51.96,78.54,"A",10,"Yes","Yes","None","Low",8,8.6,"Pass"
"S2632","Liam","Smith","student1632@university.com","Female",21,"Business",77.58,79.1,87.67,99.93,56.56,5.23,70.35,52.91,"F",11.2,"No","Yes","Master's","Medium",4,6,"Fail"
"S2633","Omar","Jones","student1633@university.com","Female",19,"Engineering",85.02,54.06,81.69,71.69,86.69,3.85,83.26,51.26,"A",9.5,"No","Yes","None","High",8,8.9,"Pass"
"S2634","Ahmed","Williams","student1634@university.com","Male",22,"Engineering",70.34,48.76,74.45,61.35,97.15,3,58.57,76.63,"F",26.5,"Yes","Yes","Bachelor's","High",5,7.5,"Fail"
"S2635","Omar","Davis","student1635@university.com","Male",22,"CS",77.39,77.74,47.24,78,66.59,5.13,55.97,82.58,"B",10.1,"Yes","No","PhD","Medium",9,8.7,"Pass"
"S2636","Ali","Davis","student1636@university.com","Female",23,"CS",97.13,67.03,49.93,94.06,68.32,3.18,69.51,91.14,"B",13.8,"Yes","Yes","PhD","High",3,4.3,"Pass"
"S2638","Ali","Jones","student1638@university.com","Female",19,"Engineering",64.62,59.58,88.2,75.27,82.07,7.39,82.45,83.83,"A",6.9,"Yes","Yes","Bachelor's","Medium",4,8.4,"Pass"
"S2640","Maria","Williams","student1640@university.com","Male",22,"Engineering",89.61,46.49,66.33,71.02,52.02,7.48,50.22,80.65,"A",22.7,"No","Yes","Master's","Low",2,4.2,"Pass"
"S2642","Ahmed","Williams","student1642@university.com","Female",23,"CS",54.08,85.82,59.63,67.58,91.46,8.15,71.66,56.59,"D",14.8,"Yes","Yes","Master's","Medium",8,7.7,"Fail"
"S2643","Sara","Jones","student1643@university.com","Female",18,"CS",64.92,74.53,65.24,94.36,95.36,2.02,83.2,82.38,"D",20.5,"Yes","Yes","Bachelor's","Low",1,4.2,"Fail"
"S2644","Ali","Davis","student1644@university.com","Male",22,"Engineering",75.71,89.58,69.15,52.97,77.29,9.95,92.55,88.43,"B",28.7,"No","No","None","Low",8,4.1,"Pass"
"S2647","Maria","Jones","student1647@university.com","Female",23,"Business",97.87,76.56,71.13,97.28,69.93,6.78,57.03,69.86,"A",17.1,"Yes","Yes","None","Low",7,7.1,"Pass"
"S2648","Ali","Davis","student1648@university.com","Female",20,"CS",97.64,80.56,62.08,77.4,82.77,5.66,89.46,60.29,"A",16.2,"Yes","Yes","Master's","High",6,4.1,"Pass"
"S2650","John","Smith","student1650@university.com","Female",21,"Mathematics",86.58,83.74,91.71,59.36,68.61,2.17,78.45,61.88,"A",18,"Yes","Yes","None","High",1,5.4,"Pass"
"S2651","Emma","Davis","student1651@university.com","Female",18,"Engineering",78.93,79.09,66.33,82.71,54.34,4.22,71.4,70.95,"B",14.1,"No","Yes","None","Medium",1,7.8,"Pass"
"S2652","Sara","Davis","student1652@university.com","Male",21,"Engineering",61.87,45.65,99.98,94.1,51.07,1.28,65.18,69.52,"D",26.8,"No","Yes","Master's","High",3,5.7,"Fail"
"S2653","Omar","Williams","student1653@university.com","Female",18,"Engineering",63.11,81.72,70.84,56.97,71.41,1.82,89.35,77.71,"B",13.3,"No","Yes","Bachelor's","High",7,5.8,"Pass"
"S2655","John","Williams","student1655@university.com","Female",22,"CS",70.96,99.61,73.35,65.2,91.13,0.05,82.31,79.06,"D",11.5,"Yes","Yes","Bachelor's","High",1,7.3,"Fail"
"S2656","Sara","Williams","student1656@university.com","Male",20,"Business",64.56,81.6,53.57,58.09,70.72,8.9,68.63,51.09,"B",15.9,"No","Yes","PhD","Medium",6,4.3,"Pass"
"S2658","Ali","Smith","student1658@university.com","Female",22,"Engineering",74.07,70.89,96.25,83.92,73.1,4.41,75.79,75.11,"A",23.9,"Yes","No","High School","Medium",5,7.3,"Pass"
"S2659","Liam","Williams","student1659@university.com","Female",23,"Engineering",82.74,92.08,87.17,60.69,61.9,3.31,90.86,84.35,"C",25.2,"Yes","Yes","High School","Low",2,6.3,"Pass"
"S2661","John","Jones","student1661@university.com","Male",19,"CS",76.68,86.74,57.81,93.1,55.65,9.22,98.51,51.78,"F",16.7,"No","No","None","Low",4,4,"Fail"
"S2663","John","Brown","student1663@university.com","Female",23,"CS",76.32,44.74,57.15,55.97,50.63,3.36,99.92,67.72,"D",18.1,"No","Yes","None","Medium",8,5.9,"Fail"
"S2665","Emma","Smith","student1665@university.com","Male",24,"Business",88.45,82.51,69.97,69.68,89.38,3.26,91.63,64.19,"B",29.2,"No","Yes","High School","Medium",9,4.2,"Pass"
"S2666","Liam","Davis","student1666@university.com","Female",20,"Engineering",67.71,86.53,82.5,67.17,61.73,1.85,66.75,87.19,"A",14.4,"No","Yes","PhD","Medium",10,7.5,"Pass"
"S2667","Ali","Jones","student1667@university.com","Female",21,"Engineering",84.71,47.47,85.07,65.93,55.54,7.86,75.42,80.11,"C",17.6,"No","Yes","High School","Medium",1,6.7,"Pass"
"S2672","Liam","Jones","student1672@university.com","Female",18,"Engineering",55.25,81.04,61.75,65.91,80.61,4.52,83.14,94.69,"F",9.8,"Yes","Yes","None","Low",3,4.3,"Fail"
"S2673","Ali","Jones","student1673@university.com","Male",19,"Business",93.61,57.7,57.96,98.9,77.01,7.11,96.68,57.65,"A",21.2,"No","Yes","Master's","Medium",1,8.7,"Pass"
"S2674","Ali","Johnson","student1674@university.com","Male",21,"Business",75.83,40.54,78.07,98.9,53.42,0.68,71.94,52.15,"A",15.9,"No","Yes","High School","Medium",7,5.3,"Pass"
"S2676","Omar","Smith","student1676@university.com","Male",20,"Business",52.85,46.8,67.29,67.61,96.45,5.72,94.73,98.72,"F",5.2,"No","Yes","High School","Low",7,4.4,"Fail"
"S2679","Sara","Jones","student1679@university.com","Male",20,"Business",51.05,98.15,93.7,60.66,62.51,6.08,52.86,83.44,"C",17,"Yes","Yes","Bachelor's","Medium",8,8.8,"Pass"
"S2680","Maria","Smith","student1680@university.com","Male",22,"Business",73.73,54.16,49.16,83.02,56.68,3.68,86.07,52,"F",26.2,"Yes","Yes","Master's","High",10,6,"Fail"
"S2681","Sara","Davis","student1681@university.com","Male",20,"Engineering",96.56,88.56,51.53,66.71,70.13,1.06,67.64,73.53,"A",23.8,"Yes","Yes","PhD","High",9,4.2,"Pass"
"S2683","Ali","Smith","student1683@university.com","Female",19,"Business",71.41,94.03,58.58,69.18,52.44,5.27,80.61,52.46,"C",19,"No","No","Bachelor's","Low",1,8.1,"Pass"
"S2684","Omar","Smith","student1684@university.com","Male",20,"Business",78.93,87.25,73.14,85.01,99.55,1.75,66.15,62.5,"F",23.6,"No","No","None","Low",4,4.3,"Fail"
"S2685","Ali","Jones","student1685@university.com","Female",23,"Business",73.15,44.44,99.28,83.39,60.39,8.9,66.92,86.12,"C",23.5,"No","No","None","Medium",10,4.2,"Pass"
"S2686","Maria","Smith","student1686@university.com","Female",19,"Engineering",58.43,64.43,87.6,75.44,70.44,8.34,73.96,77.56,"F",13.4,"No","Yes","Master's","Low",4,8.1,"Fail"
"S2687","Ali","Johnson","student1687@university.com","Male",22,"Mathematics",50.93,60.24,62.83,85.24,52.25,3.49,85.87,51.17,"C",7.6,"Yes","Yes","Master's","Medium",1,8.1,"Pass"
"S2688","Ali","Johnson","student1688@university.com","Male",19,"Mathematics",80.49,87.11,74.55,73.05,79.24,8.31,63.82,70.49,"F",24.3,"No","Yes","Master's","Medium",7,5,"Fail"
"S2690","Emma","Jones","student1690@university.com","Female",20,"Business",55.32,81.08,89.36,59.11,83.34,1.59,71.22,97.73,"C",24.8,"No","Yes","Bachelor's","Medium",10,4.3,"Pass"
"S2691","Emma","Davis","student1691@university.com","Female",23,"Engineering",60.55,76.15,84.19,62.3,77.13,6.14,52.75,93.72,"B",20.5,"No","Yes","Master's","Low",9,7.8,"Pass"
"S2692","Maria","Williams","student1692@university.com","Male",18,"CS",68.51,98.54,74.16,53.16,69.91,6.79,84.86,50.08,"B",13.9,"No","Yes","None","Low",8,5.5,"Pass"
"S2694","Ahmed","Williams","student1694@university.com","Female",20,"CS",63.46,65.66,84.76,68.37,51.25,3.14,82.94,60.39,"C",22.3,"Yes","Yes","None","Medium",2,7.4,"Pass"
"S2695","Liam","Jones","student1695@university.com","Female",24,"Engineering",94.1,83.41,47.99,54.68,77.05,0.05,63.77,70.65,"A",18.6,"No","Yes","Master's","Low",10,8.6,"Pass"
"S2697","Omar","Smith","student1697@university.com","Female",23,"CS",97.05,93.93,81.32,84.18,71.8,3.35,61.64,57.65,"B",29.7,"No","Yes","PhD","Low",8,4.7,"Pass"
"S2699","Liam","Smith","student1699@university.com","Female",24,"Mathematics",82.94,58.12,64.56,62.37,57.12,1.99,65.69,88.86,"F",8.4,"No","Yes","High School","Medium",3,8.6,"Fail"
"S2700","Ahmed","Jones","student1700@university.com","Female",24,"Engineering",68.38,59.21,98.79,57.59,96.79,0.3,54.87,70.97,"A",25.2,"No","Yes","Master's","Low",2,8.4,"Pass"
"S2702","Omar","Davis","student1702@university.com","Female",18,"Engineering",58.33,50.16,65,94.26,70.75,8.26,94.26,77.09,"C",11.2,"Yes","Yes","High School","Medium",8,5.9,"Pass"
"S2703","John","Johnson","student1703@university.com","Female",20,"Engineering",52.45,69.77,62.71,59.42,50.3,3.99,80.76,79.11,"D",28.9,"No","Yes","Bachelor's","Medium",3,5.2,"Fail"
"S2704","John","Smith","student1704@university.com","Male",20,"Engineering",69.78,79.79,95.82,78.43,89.49,4.15,53.1,93.01,"A",26.7,"Yes","Yes","High School","High",3,5,"Pass"
"S2705","Liam","Davis","student1705@university.com","Male",22,"Business",92.68,69.84,57.12,98.08,94.04,4.69,90.2,60.01,"B",20.2,"No","Yes","Bachelor's","Low",5,8.4,"Pass"
"S2706","John","Jones","student1706@university.com","Female",18,"Engineering",87.75,79.95,68.25,81.86,58.74,7.52,53.09,84.19,"A",22.5,"No","Yes","None","Low",5,5.2,"Pass"
